lila_lemma	lila_inftype	inftype_qid
lemma/119045	v2r	Q332
lemma/119294	v1r	Q331
lemma/119315	v3r	Q334
lemma/119735	v3r	Q334
lemma/120218	v1r	Q331
lemma/122336	v1r	Q331
lemma/122442	v1r	Q331
lemma/122469	v4r	Q335
lemma/122580	v3r	Q334
lemma/122631	v3r	Q334
lemma/122868	v3r	Q334
lemma/126517	v3r	Q334
lemma/126951	v1r	Q331
lemma/126985	v1d	Q330
lemma/128454	v1r	Q331
lemma/129888	v1d	Q330
lemma/129889	v1r	Q331
lemma/130566	v1r	Q331
lemma/130983	v1r	Q331
lemma/134073	v1r	Q331
lemma/134589	v1r	Q331
lemma/137402	v3r	Q334
lemma/27928	v3r	Q334
lemma/30197	v2r	Q332
lemma/30860	v1r	Q331
lemma/31206	v1r	Q331
lemma/31316	v1r	Q331
lemma/32481	v1r	Q331
lemma/35800	v1r	Q331
lemma/36004	v1r	Q331
lemma/40066	v1r	Q331
lemma/43516	v1r	Q331
lemma/46836	v1r	Q331
lemma/47345	v1r	Q331
lemma/49288	v1r	Q331
lemma/50631	v1r	Q331
lemma/52625	v1r	Q331
lemma/55009	v1r	Q331
lemma/57267	v1r	Q331
lemma/59417	v1r	Q331
lemma/59706	v1r	Q331
lemma/62251	v1r	Q331
lemma/63910	v1r	Q331
lemma/65393	v1r	Q331
lemma/70355	v1r	Q331
lemma/75459	v3r	Q334
lemma/75543	v3r	Q334
lemma/75972	v1r	Q331
lemma/82217	v1d	Q330
lemma/83607	v3r	Q334
lemma/84291	v1r	Q331
lemma/87485	v1r	Q331
lemma/88767	v3d	Q338
lemma/88768	v3r	Q334
lemma/89734	v1d	Q330
lemma/90131	v1r	Q331
lemma/90596	v3r	Q334
lemma/94788	v6r	Q337
lemma/95933	v1d	Q330
lemma/96822	v1d	Q330
lemma/98201	v3r	Q334
lemma/98300	v3r	Q334
lemma/99798	v3r	Q334
lemma/103155	v1r	Q331
lemma/104026	v1d	Q330
lemma/104027	v1r	Q331
lemma/104941	v3r	Q334
lemma/106208	v4r	Q335
lemma/108004	v1r	Q331
lemma/110730	v1r	Q331
lemma/111471	v3d	Q338
lemma/111472	v3r	Q334
lemma/111485	v2r	Q332
lemma/111806	v1d	Q330
lemma/111807	v1r	Q331
lemma/112558	v1r	Q331
lemma/112673	v1r	Q331
lemma/113749	v4r	Q335
lemma/114309	v1r	Q331
lemma/115167	v3r	Q334
lemma/116673	v1r	Q331
lemma/116698	v5r	Q336
lemma/117250	v3r	Q334
lemma/119346	v1r	Q331
lemma/119754	v3d	Q338
lemma/119805	v1r	Q331
lemma/122409	v2r	Q332
lemma/122688	v1r	Q331
lemma/122739	v3r	Q334
lemma/122840	v1d	Q330
lemma/122841	v1r	Q331
lemma/124444	v1r	Q331
lemma/126213	v3r	Q334
lemma/126461	v2r	Q332
lemma/126619	v1r	Q331
lemma/127021	v3r	Q334
lemma/138005	v1r	Q331
lemma/142042	v3r	Q334
lemma/29162	v1r	Q331
lemma/32589	v1r	Q331
lemma/34593	v1r	Q331
lemma/35112	v1r	Q331
lemma/36378	v1r	Q331
lemma/37157	v1r	Q331
lemma/42764	v3r	Q334
lemma/43671	v1r	Q331
lemma/48700	v1r	Q331
lemma/49232	v1r	Q331
lemma/49748	v1r	Q331
lemma/50739	v1r	Q331
lemma/51149	v1r	Q331
lemma/57236	v1r	Q331
lemma/58390	v3r	Q334
lemma/62998	v1r	Q331
lemma/65853	v4r	Q335
lemma/67113	v4r	Q335
lemma/67235	v1r	Q331
lemma/75761	v3r	Q334
lemma/75934	v1r	Q331
lemma/76247	v1r	Q331
lemma/76321	v1r	Q331
lemma/84802	v1r	Q331
lemma/85854	v1r	Q331
lemma/87119	v5r	Q336
lemma/87254	v1r	Q331
lemma/89600	v3r	Q334
lemma/90810	v1d	Q330
lemma/90811	v1r	Q331
lemma/94068	v1r	Q331
lemma/94119	v1r	Q331
lemma/94206	v3d	Q338
lemma/94207	v3r	Q334
lemma/95037	v1d	Q330
lemma/95163	v1r	Q331
lemma/95207	v2r	Q332
lemma/95583	v1r	Q331
lemma/98595	v1r	Q331
lemma/99752	v2e	Q352
lemma/101145	v1r	Q331
lemma/102238	v3r	Q334
lemma/105558	v3r	Q334
lemma/106011	v1r	Q331
lemma/106243	v2d	Q347
lemma/107858	v1r	Q331
lemma/107904	v1r	Q331
lemma/108413	v1r	Q331
lemma/108425	v3r	Q334
lemma/108878	v3d	Q338
lemma/109280	v3r	Q334
lemma/110899	v1r	Q331
lemma/112316	v1r	Q331
lemma/114369	v4r	Q335
lemma/115709	v1r	Q331
lemma/116448	v1r	Q331
lemma/116843	v5r	Q336
lemma/117025	v1r	Q331
lemma/117352	v1r	Q331
lemma/118270	v1d	Q330
lemma/118271	v1r	Q331
lemma/118953	v2r	Q332
lemma/119282	v3r	Q334
lemma/119316	v1r	Q331
lemma/122632	v1r	Q331
lemma/122661	v1r	Q331
lemma/122869	v1r	Q331
lemma/123487	v6	Q345
lemma/124258	v1r	Q331
lemma/126473	v3r	Q334
lemma/126921	v2r	Q332
lemma/126952	v5r	Q336
lemma/130194	v1d	Q330
lemma/130195	v1r	Q331
lemma/134891	v1r	Q331
lemma/138414	v1d	Q330
lemma/141807	v1r	Q331
lemma/26693	v4r	Q335
lemma/27769	v1d	Q330
lemma/28171	v1r	Q331
lemma/28222	v1r	Q331
lemma/29196	v1r	Q331
lemma/29896	v1r	Q331
lemma/33819	v1r	Q331
lemma/44843	v1r	Q331
lemma/46270	v1r	Q331
lemma/46409	v1r	Q331
lemma/46786	v1r	Q331
lemma/46990	v1r	Q331
lemma/48281	v1r	Q331
lemma/48790	v3r	Q334
lemma/50581	v1r	Q331
lemma/52110	v6	Q345
lemma/52379	v3r	Q334
lemma/54291	v1r	Q331
lemma/57254	v1r	Q331
lemma/58631	v1r	Q331
lemma/59140	v3r	Q334
lemma/59659	v1r	Q331
lemma/60937	v1r	Q331
lemma/67887	v2r	Q332
lemma/68357	v1r	Q331
lemma/68408	v1r	Q331
lemma/75022	v1r	Q331
lemma/75686	v3r	Q334
lemma/75799	v1r	Q331
lemma/76429	v1r	Q331
lemma/85720	v1r	Q331
lemma/87487	v1r	Q331
lemma/87535	v1r	Q331
lemma/89623	v3r	Q334
lemma/89912	v2r	Q332
lemma/91208	v1d	Q330
lemma/91209	v1r	Q331
lemma/93968	v3r	Q334
lemma/95395	v1r	Q331
lemma/95899	v5d	Q341
lemma/95934	v2r	Q332
lemma/96676	v1r	Q331
lemma/98187	v1r	Q331
lemma/98850	v1r	Q331
lemma/99365	v5r	Q336
lemma/99799	v1r	Q331
lemma/100704	v3r	Q334
lemma/100745	v3r	Q334
lemma/101729	v3r	Q334
lemma/102106	v1r	Q331
lemma/102596	v3r	Q334
lemma/103930	v1r	Q331
lemma/104074	v1d	Q330
lemma/104075	v1r	Q331
lemma/104125	v3r	Q334
lemma/105099	v1r	Q331
lemma/106463	v1r	Q331
lemma/108005	v1d	Q330
lemma/108696	v1r	Q331
lemma/109080	v1r	Q331
lemma/109929	v1r	Q331
lemma/111045	v1r	Q331
lemma/113699	v3r	Q334
lemma/114203	v1r	Q331
lemma/116255	v1d	Q330
lemma/117251	v3r	Q334
lemma/118730	v3r	Q334
lemma/119354	v3d	Q338
lemma/119355	v3r	Q334
lemma/119379	v1r	Q331
lemma/122410	v1r	Q331
lemma/122689	v3r	Q334
lemma/124709	v1r	Q331
lemma/125493	v1r	Q331
lemma/125834	v1r	Q331
lemma/126462	v4r	Q335
lemma/127022	v1r	Q331
lemma/127538	v1r	Q331
lemma/136528	v1r	Q331
lemma/138006	v3r	Q334
lemma/141986	v2r	Q332
lemma/26285	v1r	Q331
lemma/29656	v1r	Q331
lemma/30647	v1r	Q331
lemma/32891	v1r	Q331
lemma/33673	v1r	Q331
lemma/34034	v1r	Q331
lemma/39335	v1r	Q331
lemma/42379	v1r	Q331
lemma/46429	v1r	Q331
lemma/46730	v1r	Q331
lemma/47654	v1r	Q331
lemma/49662	v1r	Q331
lemma/50689	v1r	Q331
lemma/55419	v3r	Q334
lemma/59637	v1r	Q331
lemma/60132	v1r	Q331
lemma/62441	v3r	Q334
lemma/67105	v1r	Q331
lemma/67848	v1r	Q331
lemma/70727	v1r	Q331
lemma/75282	v1r	Q331
lemma/76799	v1r	Q331
lemma/76838	v1r	Q331
lemma/82737	v1r	Q331
lemma/83017	v1r	Q331
lemma/85312	v1d	Q330
lemma/85642	v1r	Q331
lemma/86337	v4r	Q335
lemma/86853	v1r	Q331
lemma/87306	v1r	Q331
lemma/91990	v1r	Q331
lemma/92535	v1r	Q331
lemma/94069	v3r	Q334
lemma/94886	v2r	Q332
lemma/95164	v3r	Q334
lemma/95621	v4r	Q335
lemma/95855	v1r	Q331
lemma/95906	v1r	Q331
lemma/96364	v1r	Q331
lemma/96415	v1r	Q331
lemma/97509	v6r	Q337
lemma/98596	v1r	Q331
lemma/99616	v1r	Q331
lemma/99753	v1r	Q331
lemma/101179	v1r	Q331
lemma/102239	v1r	Q331
lemma/102322	v3r	Q334
lemma/102356	v3r	Q334
lemma/107860	v3r	Q334
lemma/108382	v3r	Q334
lemma/109281	v2r	Q332
lemma/114561	v1r	Q331
lemma/115002	v1r	Q331
lemma/115109	v1r	Q331
lemma/116793	v1r	Q331
lemma/117353	v1r	Q331
lemma/117404	v2r	Q332
lemma/119296	v6r	Q337
lemma/119317	v1d	Q330
lemma/122361	v1r	Q331
lemma/122390	v5r	Q336
lemma/122633	v1r	Q331
lemma/122650	v3r	Q334
lemma/122870	v1r	Q331
lemma/125136	v1r	Q331
lemma/126054	v3r	Q334
lemma/126922	v3r	Q334
lemma/128762	v3r	Q334
lemma/130476	v3r	Q334
lemma/141650	v3r	Q334
lemma/27254	v1r	Q331
lemma/27257	v1r	Q331
lemma/32652	v3d	Q338
lemma/33307	v2r	Q332
lemma/36659	v1r	Q331
lemma/42608	v1r	Q331
lemma/42769	v1r	Q331
lemma/43602	v5d	Q341
lemma/46838	v1r	Q331
lemma/49138	v1r	Q331
lemma/50450	v1r	Q331
lemma/50633	v1r	Q331
lemma/54126	v1r	Q331
lemma/54584	v1r	Q331
lemma/58581	v1r	Q331
lemma/58862	v1r	Q331
lemma/58864	v1r	Q331
lemma/60614	v2d	Q347
lemma/67690	v1r	Q331
lemma/69973	v4r	Q335
lemma/73059	v1r	Q331
lemma/75354	v1r	Q331
lemma/75405	v1r	Q331
lemma/76193	v1d	Q330
lemma/76680	v3r	Q334
lemma/79040	v1r	Q331
lemma/79344	v1r	Q331
lemma/82492	v1r	Q331
lemma/83426	v1r	Q331
lemma/83482	v3r	Q334
lemma/85238	v1r	Q331
lemma/87664	v3r	Q334
lemma/89198	v3d	Q338
lemma/90342	v3r	Q334
lemma/92127	v1r	Q331
lemma/94789	v1r	Q331
lemma/95447	v1r	Q331
lemma/96677	v3r	Q334
lemma/98205	v3r	Q334
lemma/98540	v3r	Q334
lemma/98882	v3r	Q334
lemma/100634	v1r	Q331
lemma/100668	v1r	Q331
lemma/102068	v1r	Q331
lemma/103894	v1d	Q330
lemma/103895	v1r	Q331
lemma/106370	v3r	Q334
lemma/107446	v1r	Q331
lemma/108697	v1r	Q331
lemma/108823	v3r	Q334
lemma/111415	v1r	Q331
lemma/114008	v1r	Q331
lemma/114204	v3r	Q334
lemma/117227	v1d	Q330
lemma/119655	v1r	Q331
lemma/119807	v3d	Q338
lemma/124015	v3r	Q334
lemma/124710	v1r	Q331
lemma/124957	v4r	Q335
lemma/126463	v1r	Q331
lemma/128462	v1r	Q331
lemma/128718	v3r	Q334
lemma/131215	v1r	Q331
lemma/138007	v3r	Q334
lemma/139982	v5r	Q336
lemma/26935	v1r	Q331
lemma/27663	v1r	Q331
lemma/27747	v1r	Q331
lemma/43861	v1d	Q330
lemma/43927	v1r	Q331
lemma/44330	v1r	Q331
lemma/46680	v1r	Q331
lemma/46731	v1r	Q331
lemma/47051	v3r	Q334
lemma/49933	v1r	Q331
lemma/50225	v1r	Q331
lemma/51960	v1r	Q331
lemma/52219	v1r	Q331
lemma/53086	v1r	Q331
lemma/54562	v1r	Q331
lemma/56695	v1r	Q331
lemma/58461	v1r	Q331
lemma/59198	v1r	Q331
lemma/59550	v1r	Q331
lemma/59601	v1d	Q330
lemma/60082	v1r	Q331
lemma/64635	v3r	Q334
lemma/65855	v1r	Q331
lemma/74190	v1r	Q331
lemma/75766	v1r	Q331
lemma/76323	v1r	Q331
lemma/77348	v1r	Q331
lemma/78266	v3r	Q334
lemma/78317	v1r	Q331
lemma/82831	v3r	Q334
lemma/86856	v1r	Q331
lemma/91532	v3r	Q334
lemma/92536	v3r	Q334
lemma/93878	v3r	Q334
lemma/94236	v2r	Q332
lemma/94237	v3r	Q334
lemma/94273	v3r	Q334
lemma/94707	v1r	Q331
lemma/95856	v3r	Q334
lemma/96290	v1r	Q331
lemma/96336	v3r	Q334
lemma/96365	v3r	Q334
lemma/97334	v1r	Q331
lemma/98141	v1r	Q331
lemma/98597	v1r	Q331
lemma/99101	v1r	Q331
lemma/99617	v3r	Q334
lemma/99756	v3r	Q334
lemma/103274	v1r	Q331
lemma/103985	v1r	Q331
lemma/104535	v1r	Q331
lemma/104652	v1r	Q331
lemma/105044	v2r	Q332
lemma/106830	v3r	Q334
lemma/106937	v3r	Q334
lemma/108649	v1r	Q331
lemma/109282	v3r	Q334
lemma/110451	v3r	Q334
lemma/111349	v1r	Q331
lemma/114562	v3r	Q334
lemma/115059	v1r	Q331
lemma/115123	v1r	Q331
lemma/117354	v1r	Q331
lemma/117405	v3r	Q334
lemma/119297	v5d	Q341
lemma/119705	v6r	Q337
lemma/119938	v1r	Q331
lemma/121257	v1r	Q331
lemma/122337	v1r	Q331
lemma/122362	v3r	Q334
lemma/122583	v3r	Q334
lemma/122634	v3r	Q334
lemma/122651	v1r	Q331
lemma/126215	v1r	Q331
lemma/126923	v3r	Q334
lemma/131384	v3r	Q334
lemma/137404	v1r	Q331
lemma/141651	v4r	Q335
lemma/26695	v1r	Q331
lemma/26866	v1r	Q331
lemma/27255	v1r	Q331
lemma/27306	v4r	Q335
lemma/27427	v2d	Q347
lemma/29572	v1r	Q331
lemma/31158	v1r	Q331
lemma/31209	v1r	Q331
lemma/32535	v1r	Q331
lemma/33120	v1r	Q331
lemma/33313	v2r	Q332
lemma/34478	v1r	Q331
lemma/42034	v2r	Q332
lemma/43830	v3r	Q334
lemma/46448	v1r	Q331
lemma/46715	v1r	Q331
lemma/46839	v1r	Q331
lemma/46854	v1r	Q331
lemma/47570	v1r	Q331
lemma/50435	v1r	Q331
lemma/53495	v1r	Q331
lemma/54293	v1r	Q331
lemma/58633	v1r	Q331
lemma/59056	v1r	Q331
lemma/59142	v1r	Q331
lemma/59161	v1r	Q331
lemma/59604	v1d	Q330
lemma/60491	v1r	Q331
lemma/61567	v4r	Q335
lemma/64034	v1d	Q330
lemma/64371	v1r	Q331
lemma/72959	v1r	Q331
lemma/73755	v3r	Q334
lemma/75355	v3r	Q334
lemma/75778	v1r	Q331
lemma/76661	v1r	Q331
lemma/77757	v1r	Q331
lemma/79235	v1r	Q331
lemma/82918	v3r	Q334
lemma/87665	v3r	Q334
lemma/91446	v1r	Q331
lemma/91784	v1r	Q331
lemma/94790	v3d	Q338
lemma/94831	v4r	Q335
lemma/95448	v1r	Q331
lemma/98116	v3r	Q334
lemma/98133	v1r	Q331
lemma/101573	v1r	Q331
lemma/101656	v1r	Q331
lemma/103051	v4r	Q335
lemma/106792	v1r	Q331
lemma/107447	v2r	Q332
lemma/107841	v1r	Q331
lemma/108824	v3r	Q334
lemma/109971	v1r	Q331
lemma/112986	v1r	Q331
lemma/114205	v1r	Q331
lemma/117597	v1r	Q331
lemma/118681	v3r	Q334
lemma/118710	v1r	Q331
lemma/119600	v1r	Q331
lemma/120181	v3r	Q334
lemma/122411	v3r	Q334
lemma/122817	v2r	Q332
lemma/122964	v3r	Q334
lemma/123093	v1d	Q330
lemma/123094	v1r	Q331
lemma/124714	v4r	Q335
lemma/125495	v3r	Q334
lemma/126464	v2r	Q332
lemma/127024	v3r	Q334
lemma/128526	v3r	Q334
lemma/128720	v1r	Q331
lemma/136831	v3r	Q334
lemma/138008	v2r	Q332
lemma/141988	v3r	Q334
lemma/26721	v3r	Q334
lemma/32076	v1r	Q331
lemma/37188	v1r	Q331
lemma/43928	v1r	Q331
lemma/46095	v3r	Q334
lemma/46332	v1r	Q331
lemma/46753	v1r	Q331
lemma/47757	v7e	Q343
lemma/48706	v1r	Q331
lemma/49235	v1r	Q331
lemma/51178	v4r	Q335
lemma/56180	v4r	Q335
lemma/59551	v1r	Q331
lemma/60089	v1r	Q331
lemma/60110	v1r	Q331
lemma/60134	v1r	Q331
lemma/60951	v1r	Q331
lemma/61480	v2d	Q347
lemma/65800	v1r	Q331
lemma/67283	v1r	Q331
lemma/68252	v3r	Q334
lemma/74917	v1r	Q331
lemma/75539	v1r	Q331
lemma/75815	v1r	Q331
lemma/76273	v1r	Q331
lemma/76324	v1r	Q331
lemma/79103	v1r	Q331
lemma/80227	v1r	Q331
lemma/82303	v1r	Q331
lemma/83049	v1r	Q331
lemma/87122	v1r	Q331
lemma/89552	v1r	Q331
lemma/89603	v3r	Q334
lemma/90292	v1d	Q330
lemma/95208	v2r	Q332
lemma/95290	v1r	Q331
lemma/98491	v1r	Q331
lemma/98573	v1r	Q331
lemma/98950	v1r	Q331
lemma/99019	v1r	Q331
lemma/99051	v1r	Q331
lemma/99102	v1r	Q331
lemma/100202	v1r	Q331
lemma/103511	v1d	Q330
lemma/103512	v1r	Q331
lemma/103543	v1r	Q331
lemma/103618	v1r	Q331
lemma/104536	v3r	Q334
lemma/106780	v1r	Q331
lemma/106831	v1r	Q331
lemma/107340	v2r	Q332
lemma/108650	v3r	Q334
lemma/114371	v1r	Q331
lemma/114614	v3r	Q334
lemma/115124	v3r	Q334
lemma/117355	v1r	Q331
lemma/117406	v1r	Q331
lemma/117481	v3r	Q334
lemma/118954	v1r	Q331
lemma/119298	v5r	Q336
lemma/120036	v3r	Q334
lemma/120132	v3r	Q334
lemma/121258	v1r	Q331
lemma/122339	v5r	Q336
lemma/122363	v1r	Q331
lemma/122584	v3r	Q334
lemma/122635	v1r	Q331
lemma/122652	v1r	Q331
lemma/123416	v4r	Q335
lemma/125138	v1r	Q331
lemma/125139	v3r	Q334
lemma/126475	v4r	Q335
lemma/129376	v4r	Q335
lemma/131625	v1r	Q331
lemma/132134	v2r	Q332
lemma/137360	v1r	Q331
lemma/141652	v3d	Q338
lemma/26231	v3r	Q334
lemma/26696	v1r	Q331
lemma/26747	v1r	Q331
lemma/27977	v1r	Q331
lemma/28174	v4r	Q335
lemma/32087	v1r	Q331
lemma/34201	v1r	Q331
lemma/36196	v1r	Q331
lemma/37154	v2r	Q332
lemma/43451	v1d	Q330
lemma/43821	v3r	Q334
lemma/43886	v1r	Q331
lemma/46273	v1r	Q331
lemma/46412	v1r	Q331
lemma/46800	v1r	Q331
lemma/47701	v1r	Q331
lemma/50461	v1r	Q331
lemma/54097	v1r	Q331
lemma/59508	v1d	Q330
lemma/68643	v1r	Q331
lemma/68661	v1r	Q331
lemma/70621	v1r	Q331
lemma/74161	v1r	Q331
lemma/74280	v1r	Q331
lemma/75356	v1r	Q331
lemma/75413	v1r	Q331
lemma/76382	v4r	Q335
lemma/78211	v1r	Q331
lemma/79236	v2r	Q332
lemma/79963	v1d	Q330
lemma/82063	v1r	Q331
lemma/82745	v1r	Q331
lemma/85376	v1d	Q330
lemma/87488	v1r	Q331
lemma/89144	v3r	Q334
lemma/90344	v1r	Q331
lemma/92413	v1r	Q331
lemma/95129	v4d	Q340
lemma/95398	v3r	Q334
lemma/95801	v1r	Q331
lemma/96238	v1d	Q330
lemma/96239	v1r	Q331
lemma/98115	v2r	Q332
lemma/98542	v1r	Q331
lemma/98851	v1r	Q331
lemma/99367	v1r	Q331
lemma/100362	v1r	Q331
lemma/100656	v5r	Q336
lemma/101574	v3r	Q334
lemma/101657	v1r	Q331
lemma/102083	v1r	Q331
lemma/102109	v1r	Q331
lemma/103933	v4r	Q335
lemma/105173	v1d	Q330
lemma/105505	v1r	Q331
lemma/106372	v2r	Q332
lemma/106793	v1r	Q331
lemma/110817	v1r	Q331
lemma/113130	v1d	Q330
lemma/116904	v1r	Q331
lemma/118711	v3r	Q334
lemma/118733	v3r	Q334
lemma/119610	v3r	Q334
lemma/119659	v3r	Q334
lemma/120182	v3r	Q334
lemma/120667	v1r	Q331
lemma/120698	v1r	Q331
lemma/122412	v3r	Q334
lemma/122818	v3r	Q334
lemma/124069	v3r	Q334
lemma/124471	v1r	Q331
lemma/125547	v1d	Q330
lemma/125548	v1r	Q331
lemma/126884	v1r	Q331
lemma/127025	v3r	Q334
lemma/131300	v1r	Q331
lemma/136832	v3r	Q334
lemma/138009	v2r	Q332
lemma/26288	v1r	Q331
lemma/26623	v1r	Q331
lemma/27261	v1r	Q331
lemma/29659	v4r	Q335
lemma/33282	v1r	Q331
lemma/33372	v1r	Q331
lemma/39177	v1r	Q331
lemma/44387	v1r	Q331
lemma/47539	v1r	Q331
lemma/47651	v1r	Q331
lemma/47809	v7e	Q343
lemma/51145	v1d	Q330
lemma/52987	v1r	Q331
lemma/55836	v1r	Q331
lemma/58725	v2r	Q332
lemma/58890	v1r	Q331
lemma/58992	v1r	Q331
lemma/59144	v1r	Q331
lemma/59603	v4r	Q335
lemma/60135	v1r	Q331
lemma/62430	v1r	Q331
lemma/74859	v1r	Q331
lemma/77602	v1r	Q331
lemma/78022	v1r	Q331
lemma/78738	v1r	Q331
lemma/82290	v1r	Q331
lemma/82761	v1r	Q331
lemma/85952	v1d	Q330
lemma/87125	v1r	Q331
lemma/87610	v1d	Q330
lemma/88080	v3r	Q334
lemma/90544	v1d	Q330
lemma/92354	v1r	Q331
lemma/95554	v3r	Q334
lemma/96292	v2r	Q332
lemma/96367	v1r	Q331
lemma/96418	v1r	Q331
lemma/98492	v3r	Q334
lemma/98951	v3r	Q334
lemma/99052	v3r	Q334
lemma/99619	v3r	Q334
lemma/102359	v1r	Q331
lemma/106153	v4r	Q335
lemma/110943	v2r	Q332
lemma/110944	v3r	Q334
lemma/112081	v1r	Q331
lemma/113350	v5d	Q341
lemma/113351	v5r	Q336
lemma/113647	v3r	Q334
lemma/114372	v1r	Q331
lemma/115080	v1r	Q331
lemma/116796	v6r	Q337
lemma/117356	v3r	Q334
lemma/117407	v1r	Q331
lemma/119299	v3r	Q334
lemma/119318	v3r	Q334
lemma/120183	v4r	Q335
lemma/122338	v3r	Q334
lemma/122364	v1r	Q331
lemma/122585	v1r	Q331
lemma/122636	v1r	Q331
lemma/122653	v3r	Q334
lemma/122711	v3r	Q334
lemma/125634	v1r	Q331
lemma/126108	v3r	Q334
lemma/126441	v1r	Q331
lemma/126523	v3r	Q334
lemma/126925	v3r	Q334
lemma/130198	v1r	Q331
lemma/130575	v3r	Q334
lemma/132952	v1r	Q331
lemma/134430	v3r	Q334
lemma/141653	v3r	Q334
lemma/27488	v4d	Q340
lemma/28175	v1r	Q331
lemma/29319	v1r	Q331
lemma/29603	v1r	Q331
lemma/34735	v1r	Q331
lemma/43998	v1r	Q331
lemma/44847	v1r	Q331
lemma/45565	v1r	Q331
lemma/47818	v1r	Q331
lemma/47849	v1d	Q330
lemma/48030	v1r	Q331
lemma/50453	v1r	Q331
lemma/50552	v3r	Q334
lemma/50751	v1r	Q331
lemma/51001	v1r	Q331
lemma/53497	v3r	Q334
lemma/54170	v1r	Q331
lemma/55558	v1r	Q331
lemma/59825	v1d	Q330
lemma/65291	v3r	Q334
lemma/67693	v1r	Q331
lemma/68662	v1r	Q331
lemma/81095	v1r	Q331
lemma/87202	v1r	Q331
lemma/88565	v1d	Q330
lemma/88566	v1r	Q331
lemma/92896	v3r	Q334
lemma/96260	v1r	Q331
lemma/98135	v3r	Q334
lemma/98156	v1r	Q331
lemma/98206	v2r	Q332
lemma/98883	v3r	Q334
lemma/99275	v1r	Q331
lemma/99329	v3r	Q334
lemma/99368	v1r	Q331
lemma/99461	v3r	Q334
lemma/100636	v3r	Q334
lemma/100657	v1r	Q331
lemma/100669	v3r	Q334
lemma/101110	v1r	Q331
lemma/101575	v3r	Q334
lemma/102135	v3r	Q334
lemma/103923	v5r	Q336
lemma/106991	v3r	Q334
lemma/107750	v3r	Q334
lemma/108367	v3r	Q334
lemma/108698	v3r	Q334
lemma/115028	v1d	Q330
lemma/115029	v1r	Q331
lemma/115586	v1d	Q330
lemma/115587	v1r	Q331
lemma/117229	v4d	Q340
lemma/118073	v1r	Q331
lemma/118683	v1r	Q331
lemma/118734	v3r	Q334
lemma/119611	v1d	Q330
lemma/119612	v1r	Q331
lemma/120234	v4r	Q335
lemma/120699	v1r	Q331
lemma/125839	v3r	Q334
lemma/125900	v1r	Q331
lemma/126001	v2r	Q332
lemma/126138	v3r	Q334
lemma/126466	v3r	Q334
lemma/126887	v4r	Q335
lemma/129321	v1d	Q330
lemma/129322	v1r	Q331
lemma/130658	v1r	Q331
lemma/139983	v4r	Q335
lemma/26641	v1r	Q331
lemma/29785	v1r	Q331
lemma/31053	v1d	Q330
lemma/32946	v1r	Q331
lemma/33204	v1r	Q331
lemma/42445	v1r	Q331
lemma/43414	v1r	Q331
lemma/46295	v1r	Q331
lemma/46453	v1r	Q331
lemma/46797	v1r	Q331
lemma/47652	v1r	Q331
lemma/50177	v1r	Q331
lemma/50228	v1d	Q330
lemma/51146	v4r	Q335
lemma/53636	v1r	Q331
lemma/58567	v1r	Q331
lemma/58764	v3r	Q334
lemma/59553	v4r	Q335
lemma/59916	v1r	Q331
lemma/60953	v3r	Q334
lemma/72529	v1r	Q331
lemma/73772	v3r	Q334
lemma/75082	v1r	Q331
lemma/75697	v1r	Q331
lemma/75817	v1r	Q331
lemma/76381	v1r	Q331
lemma/78621	v1r	Q331
lemma/84113	v1r	Q331
lemma/86016	v1r	Q331
lemma/87127	v1r	Q331
lemma/87560	v2r	Q332
lemma/87611	v4d	Q340
lemma/88081	v1r	Q331
lemma/88134	v3r	Q334
lemma/90545	v3r	Q334
lemma/93220	v1d	Q330
lemma/93221	v1r	Q331
lemma/94708	v3r	Q334
lemma/95512	v1r	Q331
lemma/96338	v3r	Q334
lemma/96368	v4r	Q335
lemma/96419	v3d	Q338
lemma/96420	v3r	Q334
lemma/98544	v1r	Q331
lemma/106744	v3r	Q334
lemma/107302	v1r	Q331
lemma/107832	v1r	Q331
lemma/108260	v1r	Q331
lemma/114100	v5r	Q336
lemma/114373	v1r	Q331
lemma/114565	v3r	Q334
lemma/116332	v1r	Q331
lemma/117408	v2r	Q332
lemma/117484	v3r	Q334
lemma/118634	v1r	Q331
lemma/122340	v1r	Q331
lemma/122586	v1r	Q331
lemma/122637	v1r	Q331
lemma/123374	v1d	Q330
lemma/125705	v3r	Q334
lemma/126442	v2r	Q332
lemma/126524	v3r	Q334
lemma/126843	v3r	Q334
lemma/130551	v5r	Q336
lemma/131060	v1d	Q330
lemma/136182	v1r	Q331
lemma/137405	v1r	Q331
lemma/138016	v3r	Q334
lemma/138419	v1r	Q331
lemma/141705	v3r	Q334
lemma/26749	v1r	Q331
lemma/27638	v1r	Q331
lemma/27673	v1d	Q330
lemma/29864	v4d	Q340
lemma/30544	v1r	Q331
lemma/33507	v1r	Q331
lemma/34960	v1r	Q331
lemma/38467	v1r	Q331
lemma/39580	v1r	Q331
lemma/40879	v3r	Q334
lemma/45460	v1r	Q331
lemma/46326	v3r	Q334
lemma/46860	v1r	Q331
lemma/47838	v4r	Q335
lemma/48704	v1r	Q331
lemma/48997	v1r	Q331
lemma/49065	v1r	Q331
lemma/57259	v1r	Q331
lemma/58813	v1r	Q331
lemma/59150	v1d	Q330
