lexeme	lila_lemma	wikibase_entry
s1623	L25557
s1624	L25558
s1627	L25559
s1638	L25560
s1638_sc	L25561
s1657	L25562
s1663	L25563
s1695	L25564
s1703	L25565
s1705	L25566
s1722	L25567
s1729	L25568
s1731	L25569
s1741	L25570
s1748	L25571
s1749	L25572
s1756	L25573
s1762	L25574
s1791	L25575
s1804	L25576
s1835	L25577
s1838	L25578
s1852	L25579
s1890	L25580
s1897	L25581
s1900	L25582
s1914	L25583
s1922	L25584
s1927	L25585
s1932	L25586
s1937	L25587
s1946	L25588
s1961	L25589
s1973	L25590
s1975	L25591
s1991	L25592
s1996	L25593
s1999	L25594
s2001	L25595
s2008	L25596
s2008_sc	L25597
s2011	L25598
s2027	L25599
s2036	L25600
s2046	L25601
s2061	L25602
s2064	L25603
s2087	L25604
s2104	L25605
s2118	L25606
s2132	L25607
s2146	L25608
s2147	L25609
s2156	L25610
s2181	L25611
s2183	L25612
s2187	L25613
s2215	L25614
s2219	L25615
s2223	L25616
s2229	L25617
s2230	L25618
s2231	L25619
s2233	L25620
s2252	L25621
s2254	L25622
s2260	L25623
s2270	L25624
s2276	L25625
s2286	L25626
s2292	L25627
s2298	L25628
s2300	L25629
s2306	L25630
s2313	L25631
s2314	L25632
s2314_sc	L25633
s2339	L25634
s2342	L25635
s2346	L25636
s2362	L25637
s2403	L25638
s2405	L25639
s2424	L25640
s2439	L25641
s2447	L25642
s2452	L25643
s2454	L25644
s2457	L25645
s2460	L25646
s2468	L25647
s2478	L25648
s2479	L25649
s2479_sc	L25650
s2486	L25651
s2488	L25652
s2497	L25653
s2502	L25654
s2508	L25655
s2512	L25656
s2536	L25657
s2556	L25658
s2564	L25659
s2583	L25660
s2585	L25661
s2586	L25662
s2589	L25663
s2599	L25664
s2607	L25665
s2612	L25666
s2614	L25667
s2616	L25668
s2646	L25669
s2656	L25670
s2666	L25671
s2667	L25672
s2668	L25673
s2669	L25674
s2679	L25675
s2695	L25676
s2707	L25677
s2721	L25678
s2729	L25679
s2737	L25680
s2746	L25681
s2751	L25682
s2754	L25683
s2755	L25684
s2758	L25685
s2759	L25686
s2761	L25687
s2763	L25688
s2764	L25689
s2765	L25690
s2767	L25691
s2770	L25692
s2771	L25693
s2774	L25694
s2781	L25695
s2783	L25696
s2791	L25697
s2799	L25698
s2801	L25699
s2805	L25700
s2807	L25701
s2808	L25702
s2815	L25703
s2820	L25704
s2824	L25705
s2825	L25706
s2828	L25707
s2829	L25708
s2834	L25709
s2835	L25710
s2836	L25711
s2843	L25712
s2844	L25713
s2847	L25714
s2851	L25715
s2852	L25716
s2853	L25717
s2854	L25718
s2860	L25719
s2863	L25720
s2866	L25721
s2870	L25722
s2872	L25723
s2877	L25724
s2881	L25725
s2882	L25726
s2885	L25727
s2888	L25728
s2889	L25729
s2890	L25730
s2891	L25731
s2892	L25732
s2894	L25733
s2896	L25734
s2897	L25735
s2898	L25736
s2901	L25737
s2903	L25738
s2904	L25739
s2909	L25740
s2914	L25741
s2920	L25742
s2921	L25743
s2922	L25744
s2923	L25745
s2925	L25746
s2926	L25747
s2928	L25748
s2930	L25749
s2931	L25750
s2934	L25751
s2937	L25752
s2941	L25753
s2947	L25754
s2949	L25755
s2952	L25756
s2954	L25757
s2955	L25758
s2957	L25759
s2963	L25760
s2965	L25761
s2968	L25762
s2970	L25763
s2976	L25764
s2979	L25765
s2981	L25766
s2984	L25767
s2985	L25768
s2989	L25769
s2992	L25770
s2993	L25771
s2994	L25772
s2995	L25773
s2996	L25774
s2997	L25775
s2998	L25776
s3005	L25777
s3008	L25778
s3014	L25779
s3015	L25780
s3017	L25781
s3019	L25782
s3022	L25783
s3023	L25784
s3025	L25785
s3028	L25786
s3030	L25787
s3031	L25788
s3041	L25789
s3042	L25790
s3046	L25791
s3051	L25792
s3052	L25793
s3053	L25794
s3055	L25795
s3059	L25796
s3061	L25797
s3064	L25798
s3065	L25799
s3065	L25799
s3067	L25800
s3069	L25801
s3074	L25802
s3078	L25803
s3081	L25804
s3083	L25805
s3087	L25806
s3092	L25807
s3094	L25808
s3095	L25809
s3097	L25810
s3102	L25811
s3109	L25812
s3110	L25813
s3113	L25814
s3114	L25815
s3115	L25816
s3117	L25817
s3121	L25818
s3123	L25819
s3127	L25820
s3128	L25821
s3132	L25822
s3133	L25823
s3138	L25824
s3139	L25825
s3140	L25826
s3142	L25827
s3148	L25828
s3150	L25829
s3154	L25830
s3156	L25831
s3157	L25832
s3158	L25833
s3160	L25834
s3161	L25835
s3162	L25836
s3163	L25837
s3164	L25838
s3169	L25839
s3173	L25840
s3174	L25841
s3178	L25842
s3180	L25843
s3182	L25844
s3183	L25845
s3184	L25846
s3185	L25847
s3186	L25848
s3187	L25849
s3188	L25850
s3190	L25851
s3191	L25852
s3192	L25853
s3194	L25854
s3195	L25855
s3196	L25856
s3198	L25857
s3199	L25858
s3203	L25859
s3205	L25860
s3206	L25861
s3207	L25862
s3208	L25863
s3211	L25864
s3214	L25865
s3215	L25866
s3216	L25867
s3217	L25868
s3219	L25869
s3226	L25870
s3228	L25871
s3233	L25872
s3235	L25873
s3236	L25874
s3237	L25875
s3238	L25876
s3248	L25877
s3249	L25878
s3251	L25879
s3256	L25880
s3257	L25881
s3259	L25882
s3260	L25883
s3261	L25884
s3266	L25885
s3270	L25886
s3270	L25886
s3276	L25887
s3277	L25888
s3283	L25889
s3285	L25890
s3289	L25891
s3290	L25892
s3291	L25893
s3293	L25894
s3294	L25895
s3294	L25895
s3297	L25896
s3300	L25897
s3302	L25898
s3306	L25899
s3308	L25900
s3310	L25901
s3324	L25902
s3330	L25903
s3338	L25904
s3341	L25905
s3345	L25906
s3346	L25907
s3347	L25908
s3351	L25909
s3352	L25910
s3354	L25911
s3356	L25912
s3362	L25913
s3363	L25914
s3366	L25915
s3369	L25916
s3370	L25917
s3381	L25918
s3384	L25919
s3385	L25920
s3386	L25921
s3387	L25922
s3389	L25923
s3390	L25924
s3393	L25925
s3394	L25926
s3395	L25927
s3396	L25928
s3397	L25929
s3402	L25930
s3405	L25931
s3406	L25932
s3407	L25933
s3412	L25934
s3414	L25935
s3425	L25936
s3427	L25937
s3436	L25938
s3436_sc	L25939
s3447	L25940
s3452	L25941
s3454	L25942
s3459	L25943
s3465	L25944
s3466	L25945
s3467	L25946
s3468	L25947
s3469	L25948
s3472	L25949
s3473	L25950
s3474	L25951
s3475	L25952
s3478	L25953
s3479	L25954
s3480	L25955
s3481	L25956
s3483	L25957
s3485	L25958
s3486	L25959
s3487	L25960
s3491	L25961
s3494	L25962
s3497	L25963
s3501	L25964
s3503	L25965
s3504	L25966
s3505	L25967
s3508	L25968
s3510	L25969
s3512	L25970
s3513	L25971
s3514	L25972
s3515	L25973
s3516	L25974
s3517	L25975
s3518	L25976
s3520	L25977
s3521	L25978
s3523	L25979
s3524	L25980
s3525	L25981
s3526	L25982
s3527	L25983
s3528	L25984
s3529	L25985
s3530	L25986
s3531	L25987
s3532	L25988
s3534	L25989
s3535	L25990
s3537	L25991
s3539	L25992
s3540	L25993
s3542	L25994
s3543	L25995
s3544	L25996
s3545	L25997
s3546	L25998
s3547	L25999
s3551	L26000
s3552	L26001
s3553	L26002
s3555	L26003
s3557	L26004
s3559	L26005
s3561	L26006
s3562	L26007
s3563	L26008
s3564	L26009
s3565	L26010
s3567	L26011
s3568	L26012
s3569	L26013
s3571	L26014
s3573	L26015
s3575	L26016
s3576	L26017
s3577	L26018
s3579	L26019
s3580	L26020
s3581	L26021
s3582	L26022
s3583	L26023
s3584	L26024
s3585	L26025
s3586	L26026
s3587	L26027
s3588	L26028
s3589	L26029
s3590	L26030
s3594	L26031
s3598	L26032
s3599	L26033
s3600	L26034
s3601	L26035
s3602	L26036
s3603	L26037
s3604	L26038
s3605	L26039
s3606	L26040
s3607	L26041
s3609	L26042
s3610	L26043
s3611	L26044
s3613	L26045
s3614	L26046
s3615	L26047
s3616	L26048
s3619	L26049
s3620	L26050
s3624	L26051
s3626	L26052
s3627	L26053
s3629	L26054
s3630	L26055
s3631	L26056
s3632	L26057
s3633	L26058
s3634	L26059
s3636	L26060
s3638	L26061
s3640	L26062
s3642	L26063
s3643	L26064
s3646	L26065
s3647	L26066
s3650	L26067
s3652	L26068
s3653	L26069
s3654	L26070
s3656	L26071
s3660	L26072
s3661	L26073
s3662	L26074
s3664	L26075
s3671	L26076
s3673	L26077
s3674	L26078
s3675	L26079
s3676	L26080
s3677	L26081
s3678	L26082
s3680	L26083
s3682	L26084
s3683	L26085
s3685	L26086
s3686	L26087
s3687	L26088
s3688	L26089
s3689	L26090
s3690	L26091
s3691	L26092
s3692	L26093
s3693	L26094
s3694	L26095
s3696	L26096
s3699	L26097
s3700	L26098
s3701	L26099
s3702	L26100
s3704	L26101
s3704_sc	L26102
s3705	L26103
s3706	L26104
s3708	L26105
s3711	L26106
s3712	L26107
s3713	L26108
s3716	L26109
s3719	L26110
s3721	L26111
s3722	L26112
s3722_sc	L26113
s3723	L26114
s3724	L26115
s3725	L26116
s3727	L26117
s3728	L26118
s3729	L26119
s3731	L26120
s3732	L26121
s3733	L26122
s3734	L26123
s3735	L26124
s3736	L26125
s3740	L26126
s3742	L26127
s3744	L26128
s3748	L26129
s3749	L26130
s3751	L26131
s3754	L26132
s3756	L26133
s3757	L26134
s3758	L26135
s3760	L26136
s3761	L26137
s3764	L26138
s3766	L26139
s3773	L26140
s3775	L26141
s3777	L26142
s3778	L26143
s3780	L26144
s3789	L26145
s3791	L26146
s3794	L26147
s3799	L26148
s3802	L26149
s3803	L26150
s3808	L26151
s3810	L26152
s3811	L26153
s3819	L26154
s3823	L26155
s3827	L26156
s3831	L26157
s3836	L26158
s3841	L26159
s3844	L26160
s3848	L26161
s3853	L26162
s3857	L26163
s3862	L26164
s3866	L26165
s3871	L26166
s3877	L26167
s3878	L26168
s3879	L26169
s3884	L26170
s3906	L26171
s3920	L26172
s3953	L26173
s3954	L26174
s4021	L26175
s4028	L26176
s4031	L26177
s4038	L26178
s4040	L26179
s6133	L26180
s6230	L26181
s6234	L26182
s6237	L26183
s6346	L26184
s7731	L26185
s7998	L26186
s8575	L26187
s9575	L26188
s9912	L26189
s9994	L26190
t0003	L26191
t0007	L26192
t0007_sc	L26193
t0017	L26194
t0023	L26195
t0033	L26196
t0035	L26197
t0043	L26198
t0045	L26199
t0056	L26200
t0068	L26201
t0069	L26202
t0090	L26203
t0096	L26204
t0117	L26205
t0117_sc	L26206
t0129	L26207
t0156	L26208
t0174	L26209
t0200	L26210
t0228	L26211
t0231	L26212
t0241	L26213
t0263	L26214
t0273	L26215
t0278	L26216
t0279	L26217
t0284	L26218
t0289	L26219
t0291	L26220
t0315	L26221
t0319	L26222
t0336	L26223
t0343	L26224
t0348	L26225
t0349	L26226
t0360	L26227
t0371	L26228
t0378	L26229
t0388	L26230
t0395	L26231
t0410	L26232
t0418	L26233
t0441	L26234
t0445	L26235
t0450	L26236
t0487	L26237
t0503	L26238
t0504	L26239
t0513	L26240
t0585	L26241
t0592	L26242
t0605	L26243
t0646	L26244
t0675	L26245
t0695	L26246
t0696	L26247
t0696_sc	L26248
t0710	L26249
t0712	L26250
t0716	L26251
t0717	L26252
t0718	L26253
t0726	L26254
t0743	L26255
t0747	L26256
t0751	L26257
t0752	L26258
t0753	L26259
t0777	L26260
t0780	L26261
t0785	L26262
t0795	L26263
t0796	L26264
t0797	L26265
t0803	L26266
t0804	L26267
t0811	L26268
t0835	L26269
t0849	L26270
t0854	L26271
t0855	L26272
t0855_sc	L26273
t0858	L26274
t0860	L26275
t0862	L26276
t0863	L26277
t0865	L26278
t0872	L26279
t0884	L26280
t0919	L26281
t0926	L26282
t0927	L26283
t0933	L26284
t0956	L26285
t0957	L26286
t0967	L26287
t0970	L26288
t0973	L26289
t0978	L26290
t0979	L26291
t0980	L26292
t0982	L26293
t0983	L26294
t0985	L26295
t0988	L26296
t0993	L26297
t0994	L26298
t0995	L26299
t0997	L26300
t1001	L26301
t1002	L26302
t1005	L26303
t1007	L26304
t1009	L26305
t1013	L26306
t1014	L26307
t1017	L26308
t1019	L26309
t1021	L26310
t1023	L26311
t1024	L26312
t1026	L26313
t1027	L26314
t1028	L26315
t1032	L26316
t1033	L26629
t1033	L26629
t1037	L26317
t1040	L26318
t1041	L26319
t1042	L26320
t1047	L26321
t1049	L26322
t1050	L26323
t1055	L26324
t1057	L26325
t1058	L26326
t1061	L26327
t1063	L26328
t1067	L26329
t1068	L26330
t1069	L26331
t1070	L26332
t1072	L26333
t1073	L26334
t1074	L26335
t1078	L26336
t1080	L26337
t1081	L26338
t1082	L26339
t1084	L26340
t1087	L26341
t1093	L26342
t1095	L26343
t1096	L26344
t1099	L26345
t1101	L26346
t1102	L26347
t1104	L26348
t1108	L26349
t1109	L26350
t1110	L26351
t1112	L26352
t1113	L26353
t1116	L26354
t1117	L26355
t1118	L26356
t1119	L26357
t1121	L26358
t1143	L26359
t1144	L26360
t1148	L26361
t1153	L26362
t1156	L26363
t1176	L26364
t1184	L26365
t1223	L26366
t1268	L26367
t1312	L26368
t1337	L26369
t1349	L26370
t1351	L26371
t1354	L26372
t1361	L26373
t1379	L26374
t1380	L26375
t1390	L26376
t1406	L26377
t1409	L26378
t1420	L26379
t1452	L26380
t1453	L26381
t1459	L26382
t1463	L26383
t1464	L26384
t1468	L26385
t1470	L26386
t1473	L26387
t1496	L26388
t1497	L26389
t1498	L26390
t1688	L26391
t1690	L26392
t1694	L26393
t1696	L26394
t1705	L26395
t1710	L26396
t1711	L26397
t1712	L26398
t1720	L26399
t1723	L26400
t1724	L26401
t1725	L26402
t1725_sc	L26403
t1732	L26404
t1738	L26405
t1743	L26406
t1747	L26407
t1761	L26408
t1770	L26409
t1775	L26410
t1783	L26411
t1792	L26412
t1810	L26413
t1820	L26414
t1829	L26415
t1843	L26416
t1860	L26417
t8313	L26418
t9036	L26419
t9309	L26420
t9312	L26421
t9313	L26422
t9314	L26423
t9314_sc	L26424
t9726	L26425
t9873	L26426
t9978	L26427
u0010	L26428
u0013	L26429
u0014	L26430
u0017	L26431
u0021	L26432
u0024	L26433
u0029	L26434
u0035	L26435
u0037	L26436
u0038	L26437
u0047	L26438
u0048	L26439
u0050	L26440
u0056	L26441
u0062	L26442
u0064	L26443
u0073	L26444
u0083	L26445
u0086	L26446
u0096	L26447
u0102	L26448
u0112	L26449
u0117	L26450
u0119	L26451
u0122	L26452
u0144	L26453
u0148	L26454
u0150	L26455
u0160	L26456
u0174	L26457
u0192	L26458
u0193	L26459
u0198	L26460
u0203	L26461
u0210	L26462
u0217	L26463
u0233	L26464
u0238	L26465
u0244	L26466
u0246	L26467
u0248	L26468
u0271	L26469
u0274	L26470
u0280	L26471
u0284	L26472
u0293	L26473
u0300	L26474
u0302	L26475
u0309	L26476
u0312	L26477
u0313	L26478
u0324	L26479
u0334	L26480
u0360	L26481
u0361	L26482
u0365	L26483
u0368	L26484
u0369	L26485
u0372	L26486
u0383	L26487
u0385	L26488
u0392	L26489
u0406	L26490
u0410	L26491
u0412	L26492
u0417	L26493
u0422	L26494
u0433	L26495
u0438	L26496
u0454	L26497
u0459	L26498
u0465	L26499
u0473	L26500
u0475	L26501
u0476	L26502
u0482	L26503
u0489	L26504
u0510	L26505
u0512	L26506
u0526	L26507
u0530	L26508
u0537	L26509
u0539	L26510
u0545	L26511
u0557	L26512
u0602	L26513
u0612	L26514
u0613	L26515
u0626	L26516
u0631	L26517
u0635	L26518
u0636	L26519
u0636_sc	L26520
u0644	L26521
u0652	L26522
u0653	L26523
u0655	L26524
u0658	L26525
u0661	L26526
u0685	L26527
u0688	L26528
u0691	L26529
u0698	L26530
u0707	L26531
u0725	L26532
u0730	L26533
u0744	L26534
u0751	L26535
u0757	L26536
u0757_sc	L26537
u0772	L26538
u0782	L26539
u0784	L26540
u0787	L26541
u0807	L26542
u0823	L26543
u0826	L26544
u0827	L26545
u0831	L26546
u0862	L26547
u0865	L26548
u0872	L26549
u0888	L26550
u0894	L26551
u0904	L26552
u0909	L26553
u0913	L26554
u0919	L26555
u0921	L26556
u0942	L26557
u0961	L26558
u0977	L26559
u0979	L26560
u0982	L26561
u0984	L26562
u0985	L26563
u0985_sc	L26564
u0991	L26565
u0995	L26566
u0997	L26567
u1006	L26568
u1013	L26569
u1017	L26570
u1019	L26571
u1068	L26572
u1073	L26573
u1079	L26574
u1086	L26575
u1091	L26576
u1111	L26577
u1131	L26578
u1148	L26579
u1149	L26580
u1151	L26581
u1152	L26582
u1165	L26583
u1167	L26584
u1168	L26585
u1188	L26586
u1202	L26587
u1211	L26588
u1214	L26589
u1222	L26590
u1227	L26591
u1252	L26592
u1257	L26593
u1266	L26594
u1276	L26595
u1285	L26596
u1297	L26597
u1299	L26598
u1302	L26599
u1305	L26600
u1310	L26601
u1317	L26602
u1333	L26603
u1353	L26604
u1363	L26605
u1370	L26606
u1377	L26607
u1380	L26608
u1393	L26609
u7247	L26610
u9015	L26611
u9158	L26612
u9161	L26613
u9162	L26614
u9332	L26615
u9366	L26616
u9490	L26617
u9545	L26618
u9573	L26619
u9574	L26620
u9635	L26621
u9720	L26622
z0009	L26623
z0026	L26624
z0027	L26625
z0028	L26626
